province,district,local_level,ward_number,postal_code,local_level_code
कोशी,सुनसरी,देवानगन्ज गाउँपालिका,3,1131103,10604
कोशी,सुनसरी,देवानगन्ज गाउँपालिका,4,1131104,10604
कोशी,सुनसरी,देवानगन्ज गाउँपालिका,5,1131105,10604
कोशी,सुनसरी,देवानगन्ज गाउँपालिका,6,1131106,10604
कोशी,सुनसरी,देवानगन्ज गाउँपालिका,7,1131107,10604
कोशी,सुनसरी,बर्जु गाउँपालिका,1,1131201,10602
कोशी,सुनसरी,बर्जु गाउँपालिका,2,1131202,10602
कोशी,सुनसरी,बर्जु गाउँपालिका,3,1131203,10602
कोशी,सुनसरी,बर्जु गाउँपालिका,4,1131204,10602
कोशी,सुनसरी,बर्जु गाउँपालिका,5,1131205,10602
कोशी,सुनसरी,बर्जु गाउँपालिका,6,1131206,10602
कोशी,उदयपुर,बेलका नगरपालिका,1,1140101,11401
कोशी,उदयपुर,बेलका नगरपालिका,2,1140102,11401
कोशी,उदयपुर,बेलका नगरपालिका,3,1140103,11401
कोशी,उदयपुर,बेलका नगरपालिका,4,1140104,11401
कोशी,उदयपुर,बेलका नगरपालिका,5,1140105,11401
कोशी,उदयपुर,बेलका नगरपालिका,6,1140106,11401
कोशी,उदयपुर,बेलका नगरपालिका,7,1140107,11401
कोशी,उदयपुर,बेलका नगरपालिका,8,1140108,11401
कोशी,उदयपुर,बेलका नगरपालिका,9,1140109,11401
कोशी,उदयपुर,चौदण्डीगढी नगरपालिका,1,1140201,11402
कोशी,उदयपुर,चौदण्डीगढी नगरपालिका,2,1140202,11402
कोशी,उदयपुर,चौदण्डीगढी नगरपालिका,3,1140203,11402
कोशी,उदयपुर,चौदण्डीगढी नगरपालिका,4,1140204,11402
कोशी,उदयपुर,चौदण्डीगढी नगरपालिका,5,1140205,11402
कोशी,उदयपुर,चौदण्डीगढी नगरपालिका,6,1140206,11402
कोशी,उदयपुर,चौदण्डीगढी नगरपालिका,7,1140207,11402
कोशी,उदयपुर,चौदण्डीगढी नगरपालिका,8,1140208,11402
कोशी,उदयपुर,चौदण्डीगढी नगरपालिका,9,1140209,11402
कोशी,उदयपुर,चौदण्डीगढी नगरपालिका,10,1140210,11402
कोशी,उदयपुर,त्रियुगा नगरपालिका,1,1140301,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,2,1140302,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,3,1140303,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,4,1140304,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,5,1140305,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,6,1140306,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,7,1140307,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,8,1140308,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,9,1140309,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,10,1140310,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,11,1140311,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,12,1140312,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,13,1140313,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,14,1140314,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,15,1140315,11407
कोशी,उदयपुर,त्रियुगा नगरपालिका,16,1140316,11407
कोशी,उदयपुर,रौतामाई गाउँपालिका,1,1140401,11404
कोशी,उदयपुर,रौतामाई गाउँपालिका,2,1140402,11404
कोशी,उदयपुर,रौतामाई गाउँपालिका,3,1140403,11404
कोशी,उदयपुर,रौतामाई गाउँपालिका,4,1140404,11404
कोशी,उदयपुर,रौतामाई गाउँपालिका,5,1140405,11404
कोशी,उदयपुर,रौतामाई गाउँपालिका,6,1140406,11404
कोशी,उदयपुर,रौतामाई गाउँपालिका,7,1140407,11404
कोशी,उदयपुर,रौतामाई गाउँपालिका,8,1140408,11404
कोशी,उदयपुर,लिम्चुङ्बुङ गाउँपालिका,1,1140501,11406
कोशी,उदयपुर,लिम्चुङ्बुङ गाउँपालिका,2,1140502,11406
कोशी,उदयपुर,लिम्चुङ्बुङ गाउँपालिका,3,1140503,11406
कोशी,उदयपुर,लिम्चुङ्बुङ गाउँपालिका,4,1140504,11406
कोशी,उदयपुर,लिम्चुङ्बुङ गाउँपालिका,5,1140505,11406
कोशी,उदयपुर,ताप्ली गाउँपालिका,1,1140601,11406
कोशी,उदयपुर,ताप्ली गाउँपालिका,2,1140602,11406
कोशी,उदयपुर,ताप्ली गाउँपालिका,3,1140603,11406
कोशी,उदयपुर,ताप्ली गाउँपालिका,4,1140604,11406
कोशी,उदयपुर,ताप्ली गाउँपालिका,5,1140605,11406
कोशी,उदयपुर,कटारी नगरपालिका,1,1140701,11403
कोशी,उदयपुर,कटारी नगरपालिका,2,1140702,11403
कोशी,उदयपुर,कटारी नगरपालिका,3,1140703,11403
कोशी,उदयपुर,कटारी नगरपालिका,4,1140704,11403
कोशी,उदयपुर,कटारी नगरपालिका,5,1140705,11403
कोशी,उदयपुर,कटारी नगरपालिका,6,1140706,11403
कोशी,उदयपुर,कटारी नगरपालिका,7,1140707,11403
कोशी,उदयपुर,कटारी नगरपालिका,8,1140708,11403
कोशी,उदयपुर,कटारी नगरपालिका,9,1140709,11403
कोशी,उदयपुर,कटारी नगरपालिका,10,1140710,11403
कोशी,उदयपुर,कटारी नगरपालिका,11,1140711,11403
कोशी,उदयपुर,कटारी नगरपालिका,12,1140712,11403
कोशी,उदयपुर,कटारी नगरपालिका,13,1140713,11403
कोशी,उदयपुर,कटारी नगरपालिका,14,1140714,11403
कोशी,उदयपुर,उदयपुरगढी गाउँपालिका,1,1140801,11408
कोशी,उदयपुर,उदयपुरगढी गाउँपालिका,2,1140802,11408
कोशी,उदयपुर,उदयपुरगढी गाउँपालिका,3,1140803,11408
कोशी,उदयपुर,उदयपुरगढी गाउँपालिका,4,1140804,11408
कोशी,उदयपुर,उदयपुरगढी गाउँपालिका,5,1140805,11408
कोशी,उदयपुर,उदयपुरगढी गाउँपालिका,6,1140806,11408
कोशी,उदयपुर,उदयपुरगढी गाउँपालिका,7,1140807,11408
कोशी,उदयपुर,उदयपुरगढी गाउँपालिका,8,1140808,11408
मधेश,सप्तरी,सप्तकोशी नगरपालिका,1,2010101,21514
मधेश,सप्तरी,सप्तकोशी नगरपालिका,2,2010102,21514
मधेश,सप्तरी,सप्तकोशी नगरपालिका,3,2010103,21514
मधेश,सप्तरी,सप्तकोशी नगरपालिका,4,2010104,21514
मधेश,सप्तरी,सप्तकोशी नगरपालिका,5,2010105,21514
मधेश,सप्तरी,सप्तकोशी नगरपालिका,6,2010106,21514
मधेश,सप्तरी,सप्तकोशी नगरपालिका,7,2010107,21514
मधेश,सप्तरी,सप्तकोशी नगरपालिका,8,2010108,21514
मधेश,सप्तरी,सप्तकोशी नगरपालिका,9,2010109,21514
मधेश,सप्तरी,सप्तकोशी नगरपालिका,10,2010110,21514
मधेश,सप्तरी,सप्तकोशी नगरपालिका,11,2010111,21514
मधेश,सप्तरी,कन्चनरुप नगरपालिका,1,2010201,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,2,2010202,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,3,2010203,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,4,2010204,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,5,2010205,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,6,2010206,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,7,2010207,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,8,2010208,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,9,2010209,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,10,2010210,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,11,2010211,21509
मधेश,सप्तरी,कन्चनरुप नगरपालिका,12,2010212,21509
मधेश,सप्तरी,अग्मीसयर कृष्ण सवरन गाउँपालिका,1,2010301,21501
मधेश,सप्तरी,अग्मीसयर कृष्ण सवरन गाउँपालिका,2,2010302,21501
मधेश,सप्तरी,अग्मीसयर कृष्ण सवरन गाउँपालिका,3,2010303,21501
मधेश,सप्तरी,अग्मीसयर कृष्ण सवरन गाउँपालिका,4,2010304,21501
मधेश,सप्तरी,अग्मीसयर कृष्ण सवरन गाउँपालिका,5,2010305,21501
मधेश,सप्तरी,अग्मीसयर कृष्ण सवरन गाउँपालिका,6,2010306,21501
मधेश,सप्तरी,रुपनी गाउँपालिका,1,2010401,21513
मधेश,सप्तरी,रुपनी गाउँपालिका,2,2010402,21513
मधेश,सप्तरी,रुपनी गाउँपालिका,3,2010403,21513
मधेश,सप्तरी,रुपनी गाउँपालिका,4,2010404,21513
मधेश,सप्तरी,रुपनी गाउँपालिका,5,2010405,21513
मधेश,सप्तरी,रुपनी गाउँपालिका,6,2010406,21513
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,1,2010501,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,2,2010502,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,3,2010503,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,4,2010504,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,5,2010505,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,6,2010506,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,7,2010507,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,8,2010508,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,9,2010509,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,10,2010510,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,11,2010511,21515
मधेश,सप्तरी,शम्भुनाथ नगरपालिका,12,2010512,21515
मधेश,सप्तरी,खडक नगरपालिका,1,2010601,21510
मधेश,सप्तरी,खडक नगरपालिका,2,2010602,21510
मधेश,सप्तरी,खडक नगरपालिका,3,2010603,21510
मधेश,सप्तरी,खडक नगरपालिका,4,2010604,21510
मधेश,सप्तरी,खडक नगरपालिका,5,2010605,21510
मधेश,सप्तरी,खडक नगरपालिका,6,2010606,21510
मधेश,सप्तरी,खडक नगरपालिका,7,2010607,21510
मधेश,सप्तरी,खडक नगरपालिका,8,2010608,21510
मधेश,सप्तरी,खडक नगरपालिका,9,2010609,21510
मधेश,सप्तरी,खडक नगरपालिका,10,2010610,21510
मधेश,सप्तरी,खडक नगरपालिका,11,2010611,21510
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,1,2010701,21516
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,2,2010702,21516
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,3,2010703,21516
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,4,2010704,21516
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,5,2010705,21516
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,6,2010706,21516
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,7,2010707,21516
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,8,2010708,21516
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,9,2010709,21516
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,10,2010710,21516
मधेश,सप्तरी,सुरुङ्गा नगरपालिका,11,2010711,21516
मधेश,सप्तरी,बलान बिहुल गाउँपालिका,1,2010801,21502
मधेश,सप्तरी,बलान बिहुल गाउँपालिका,2,2010802,21502
मधेश,सप्तरी,बलान बिहुल गाउँपालिका,3,2010803,21502
मधेश,सप्तरी,बलान बिहुल गाउँपालिका,4,2010804,21502
मधेश,सप्तरी,बलान बिहुल गाउँपालिका,5,2010805,21502
मधेश,सप्तरी,बलान बिहुल गाउँपालिका,6,2010806,21502
मधेश,सप्तरी,बोदेबरसाईन नगरपालिका,1,2010901,21505
मधेश,सप्तरी,बोदेबरसाईन नगरपालिका,2,2010902,21505
मधेश,सप्तरी,बोदेबरसाईन नगरपालिका,3,2010903,21505
मधेश,सप्तरी,बोदेबरसाईन नगरपालिका,4,2010904,21505
मधेश,सप्तरी,बोदेबरसाईन नगरपालिका,5,2010905,21505
मधेश,सप्तरी,बोदेबरसाईन नगरपालिका,6,2010906,21505
मधेश,सप्तरी,बोदेबरसाईन नगरपालिका,7,2010907,21505
मधेश,सप्तरी,बोदेबरसाईन नगरपालिका,8,2010908,21505
मधेश,सप्तरी,बोदेबरसाईन नगरपालिका,9,2010909,21505
मधेश,सप्तरी,बोदेबरसाईन नगरपालिका,10,2010910,21505
मधेश,सप्तरी,डाक्नेश्वरी नगरपालिका,1,2011001,21507
मधेश,सप्तरी,डाक्नेश्वरी नगरपालिका,2,2011002,21507
मधेश,सप्तरी,डाक्नेश्वरी नगरपालिका,3,2011003,21507
मधेश,सप्तरी,डाक्नेश्वरी नगरपालिका,4,2011004,21507
मधेश,सप्तरी,डाक्नेश्वरी नगरपालिका,5,2011005,21507
मधेश,सप्तरी,डाक्नेश्वरी नगरपालिका,6,2011006,21507
मधेश,सप्तरी,डाक्नेश्वरी नगरपालिका,7,2011007,21507
मधेश,सप्तरी,डाक्नेश्वरी नगरपालिका,8,2011008,21507
मधेश,सप्तरी,डाक्नेश्वरी नगरपालिका,9,2011009,21507
मधेश,सप्तरी,डाक्नेश्वरी नगरपालिका,10,2011010,21507
मधेश,सप्तरी,राजगढ गाउँपालिका,1,2011101,21503
मधेश,सप्तरी,राजगढ गाउँपालिका,2,2011102,21503
मधेश,सप्तरी,राजगढ गाउँपालिका,3,2011103,21503
मधेश,सप्तरी,राजगढ गाउँपालिका,4,2011104,21503
मधेश,सप्तरी,राजगढ गाउँपालिका,5,2011105,21503
मधेश,सप्तरी,राजगढ गाउँपालिका,6,2011106,21503
मधेश,सप्तरी,बिष्णुपुर गाउँपालिका,1,2011201,21504
मधेश,सप्तरी,बिष्णुपुर गाउँपालिका,2,2011202,21504
मधेश,सप्तरी,बिष्णुपुर गाउँपालिका,3,2011203,21504
मधेश,सप्तरी,बिष्णुपुर गाउँपालिका,4,2011204,21504
मधेश,सप्तरी,बिष्णुपुर गाउँपालिका,5,2011205,21504
मधेश,सप्तरी,बिष्णुपुर गाउँपालिका,6,2011206,21504
मधेश,सप्तरी,बिष्णुपुर गाउँपालिका,7,2011207,21504
मधेश,सप्तरी,राजविराज नगरपालिका,1,2011301,21512
मधेश,सप्तरी,राजविराज नगरपालिका,2,2011302,21512
मधेश,सप्तरी,राजविराज नगरपालिका,3,2011303,21512
मधेश,सप्तरी,राजविराज नगरपालिका,4,2011304,21512
मधेश,सप्तरी,राजविराज नगरपालिका,5,2011305,21512
मधेश,सप्तरी,राजविराज नगरपालिका,6,2011306,21512
मधेश,सप्तरी,राजविराज नगरपालिका,7,2011307,21512
मधेश,सप्तरी,राजविराज नगरपालिका,8,2011308,21512
मधेश,सप्तरी,राजविराज नगरपालिका,9,2011309,21512
मधेश,सप्तरी,राजविराज नगरपालिका,10,2011310,21512
मधेश,सप्तरी,राजविराज नगरपालिका,11,2011311,21512
मधेश,सप्तरी,राजविराज नगरपालिका,12,2011312,21512
मधेश,सप्तरी,राजविराज नगरपालिका,13,2011313,21512
मधेश,सप्तरी,राजविराज नगरपालिका,14,2011314,21512
मधेश,सप्तरी,राजविराज नगरपालिका,15,2011315,21512
मधेश,सप्तरी,राजविराज नगरपालिका,16,2011316,21512
मधेश,सप्तरी,महादेवा गाउँपालिका,1,2011401,21511
मधेश,सप्तरी,महादेवा गाउँपालिका,2,2011402,21511
मधेश,सप्तरी,महादेवा गाउँपालिका,3,2011403,21511
मधेश,सप्तरी,महादेवा गाउँपालिका,4,2011404,21511
मधेश,सप्तरी,महादेवा गाउँपालिका,5,2011405,21511
मधेश,सप्तरी,महादेवा गाउँपालिका,6,2011406,21511
मधेश,सप्तरी,तिरहुत गाउँपालिका,1,2011501,21518
मधेश,सप्तरी,तिरहुत गाउँपालिका,2,2011502,21518
मधेश,सप्तरी,तिरहुत गाउँपालिका,3,2011503,21518
मधेश,सप्तरी,तिरहुत गाउँपालिका,4,2011504,21518
मधेश,सप्तरी,तिरहुत गाउँपालिका,5,2011505,21518
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,1,2011601,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,2,2011602,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,3,2011603,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,4,2011604,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,5,2011605,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,6,2011606,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,7,2011607,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,8,2011608,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,9,2011609,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,10,2011610,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,11,2011611,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,12,2011612,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,13,2011613,21508
मधेश,सप्तरी,हनुमाननगर कङ्कालिनी नगरपालिका,14,2011614,21508
मधेश,सप्तरी,तिलाठी कोईलाडी गाउँपालिका,1,2011701,21517
मधेश,सप्तरी,तिलाठी कोईलाडी गाउँपालिका,2,2011702,21517
मधेश,सप्तरी,तिलाठी कोईलाडी गाउँपालिका,3,2011703,21517
मधेश,सप्तरी,तिलाठी कोईलाडी गाउँपालिका,4,2011704,21517
मधेश,सप्तरी,तिलाठी कोईलाडी गाउँपालिका,5,2011705,21517
मधेश,सप्तरी,तिलाठी कोईलाडी गाउँपालिका,6,2011706,21517
मधेश,सप्तरी,तिलाठी कोईलाडी गाउँपालिका,7,2011707,21517
मधेश,सप्तरी,तिलाठी कोईलाडी गाउँपालिका,8,2011708,21517
मधेश,सप्तरी,छिन्नमस्ता गाउँपालिका,1,2011801,21506
मधेश,सप्तरी,छिन्नमस्ता गाउँपालिका,2,2011802,21506
मधेश,सप्तरी,छिन्नमस्ता गाउँपालिका,3,2011803,21506
मधेश,सप्तरी,छिन्नमस्ता गाउँपालिका,4,2011804,21506
मधेश,सप्तरी,छिन्नमस्ता गाउँपालिका,5,2011805,21506
मधेश,सप्तरी,छिन्नमस्ता गाउँपालिका,6,2011806,21506
मधेश,सप्तरी,छिन्नमस्ता गाउँपालिका,7,2011807,21506
मधेश,सिरहा,लहान नगरपालिका,1,2020101,21610
मधेश,सिरहा,लहान नगरपालिका,2,2020102,21610
मधेश,सिरहा,लहान नगरपालिका,3,2020103,21610
मधेश,सिरहा,लहान नगरपालिका,4,2020104,21610
मधेश,सिरहा,लहान नगरपालिका,5,2020105,21610
मधेश,सिरहा,लहान नगरपालिका,6,2020106,21610
मधेश,सिरहा,लहान नगरपालिका,7,2020107,21610
मधेश,सिरहा,लहान नगरपालिका,8,2020108,21610
मधेश,सिरहा,लहान नगरपालिका,9,2020109,21610
मधेश,सिरहा,लहान नगरपालिका,10,2020110,21610
मधेश,सिरहा,लहान नगरपालिका,11,2020111,21610
मधेश,सिरहा,लहान नगरपालिका,12,2020112,21610
मधेश,सिरहा,लहान नगरपालिका,13,2020113,21610
मधेश,सिरहा,लहान नगरपालिका,14,2020114,21610
मधेश,सिरहा,लहान नगरपालिका,15,2020115,21610
मधेश,सिरहा,लहान नगरपालिका,16,2020116,21610
मधेश,सिरहा,लहान नगरपालिका,17,2020117,21610
मधेश,सिरहा,लहान नगरपालिका,18,2020118,21610
मधेश,सिरहा,लहान नगरपालिका,19,2020119,21610
मधेश,सिरहा,लहान नगरपालिका,20,2020120,21610
मधेश,सिरहा,लहान नगरपालिका,21,2020121,21610
मधेश,सिरहा,लहान नगरपालिका,22,2020122,21610
मधेश,सिरहा,लहान नगरपालिका,23,2020123,21610
मधेश,सिरहा,लहान नगरपालिका,24,2020124,21610
मधेश,सिरहा,धनगढीमाई नगरपालिका,1,2020201,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,2,2020202,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,3,2020203,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,4,2020204,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,5,2020205,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,6,2020206,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,7,2020207,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,8,2020208,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,9,2020209,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,10,2020210,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,11,2020211,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,12,2020212,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,13,2020213,21606
मधेश,सिरहा,धनगढीमाई नगरपालिका,14,2020214,21606
मधेश,सिरहा,गोलबजार नगरपालिका,1,2020301,21607
मधेश,सिरहा,गोलबजार नगरपालिका,2,2020302,21607
मधेश,सिरहा,गोलबजार नगरपालिका,3,2020303,21607
मधेश,सिरहा,गोलबजार नगरपालिका,4,2020304,21607
मधेश,सिरहा,गोलबजार नगरपालिका,5,2020305,21607
मधेश,सिरहा,गोलबजार नगरपालिका,6,2020306,21607
मधेश,सिरहा,गोलबजार नगरपालिका,7,2020307,21607
मधेश,सिरहा,गोलबजार नगरपालिका,8,2020308,21607
मधेश,सिरहा,गोलबजार नगरपालिका,9,2020309,21607
मधेश,सिरहा,गोलबजार नगरपालिका,10,2020310,21607
मधेश,सिरहा,गोलबजार नगरपालिका,11,2020311,21607
मधेश,सिरहा,गोलबजार नगरपालिका,12,2020312,21607
मधेश,सिरहा,गोलबजार नगरपालिका,13,2020313,21607
मधेश,सिरहा,मिर्चेया नगरपालिका,1,2020401,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,2,2020402,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,3,2020403,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,4,2020404,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,5,2020405,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,6,2020406,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,7,2020407,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,8,2020408,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,9,2020409,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,10,2020410,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,11,2020411,21612
मधेश,सिरहा,मिर्चेया नगरपालिका,12,2020412,21612
मधेश,सिरहा,कर्जन्हा नगरपालिका,1,2020501,21609
मधेश,सिरहा,कर्जन्हा नगरपालिका,2,2020502,21609
मधेश,सिरहा,कर्जन्हा नगरपालिका,3,2020503,21609
मधेश,सिरहा,कर्जन्हा नगरपालिका,4,2020504,21609
मधेश,सिरहा,कर्जन्हा नगरपालिका,5,2020505,21609
मधेश,सिरहा,कर्जन्हा नगरपालिका,6,2020506,21609
मधेश,सिरहा,कर्जन्हा नगरपालिका,7,2020507,21609
मधेश,सिरहा,कर्जन्हा नगरपालिका,8,2020508,21609
मधेश,सिरहा,कर्जन्हा नगरपालिका,9,2020509,21609
मधेश,सिरहा,कर्जन्हा नगरपालिका,10,2020510,21609
मधेश,सिरहा,कर्जन्हा नगरपालिका,11,2020511,21609
मधेश,सिरहा,कल्याणपुर नगरपालिका,1,2020601,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,2,2020602,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,3,2020603,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,4,2020604,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,5,2020605,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,6,2020606,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,7,2020607,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,8,2020608,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,9,2020609,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,10,2020610,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,11,2020611,21608
मधेश,सिरहा,कल्याणपुर नगरपालिका,12,2020612,21608
मधेश,सिरहा,नरहा गाउँपालिका,1,2020701,21613
मधेश,सिरहा,नरहा गाउँपालिका,2,2020702,21613
मधेश,सिरहा,नरहा गाउँपालिका,3,2020703,21613
मधेश,सिरहा,नरहा गाउँपालिका,4,2020704,21613
मधेश,सिरहा,नरहा गाउँपालिका,5,2020705,21613
मधेश,सिरहा,विष्णुपुर गाउँपालिका,1,2020801,21605
मधेश,सिरहा,विष्णुपुर गाउँपालिका,2,2020802,21605
मधेश,सिरहा,विष्णुपुर गाउँपालिका,3,2020803,21605
मधेश,सिरहा,विष्णुपुर गाउँपालिका,4,2020804,21605
मधेश,सिरहा,विष्णुपुर गाउँपालिका,5,2020805,21605
मधेश,सिरहा,अर्नमा गाउँपालिका,1,2020901,21601
मधेश,सिरहा,अर्नमा गाउँपालिका,2,2020902,21601
मधेश,सिरहा,अर्नमा गाउँपालिका,3,2020903,21601
मधेश,सिरहा,अर्नमा गाउँपालिका,4,2020904,21601
मधेश,सिरहा,अर्नमा गाउँपालिका,5,2020905,21601
मधेश,सिरहा,सुखीपुर नगरपालिका,1,2021001,21617
मधेश,सिरहा,सुखीपुर नगरपालिका,2,2021002,21617
मधेश,सिरहा,सुखीपुर नगरपालिका,3,2021003,21617
मधेश,सिरहा,सुखीपुर नगरपालिका,4,2021004,21617
मधेश,सिरहा,सुखीपुर नगरपालिका,5,2021005,21617
मधेश,सिरहा,सुखीपुर नगरपालिका,6,2021006,21617
मधेश,सिरहा,सुखीपुर नगरपालिका,7,2021007,21617
मधेश,सिरहा,सुखीपुर नगरपालिका,8,2021008,21617
मधेश,सिरहा,सुखीपुर नगरपालिका,9,2021009,21617
मधेश,सिरहा,सुखीपुर नगरपालिका,10,2021010,21617
मधेश,सिरहा,लक्ष्मीपुर पतारी गाउँपालिका,1,2021101,21611
मधेश,सिरहा,लक्ष्मीपुर पतारी गाउँपालिका,2,2021102,21611
मधेश,सिरहा,लक्ष्मीपुर पतारी गाउँपालिका,3,2021103,21611
मधेश,सिरहा,लक्ष्मीपुर पतारी गाउँपालिका,4,2021104,21611
मधेश,सिरहा,लक्ष्मीपुर पतारी गाउँपालिका,5,2021105,21611
मधेश,सिरहा,लक्ष्मीपुर पतारी गाउँपालिका,6,2021106,21611
मधेश,सिरहा,सखुवानान्कारकट्टी गाउँपालिका,1,2021201,21615
मधेश,सिरहा,सखुवानान्कारकट्टी गाउँपालिका,2,2021202,21615
मधेश,सिरहा,सखुवानान्कारकट्टी गाउँपालिका,3,2021203,21615
मधेश,सिरहा,सखुवानान्कारकट्टी गाउँपालिका,4,2021204,21615
मधेश,सिरहा,सखुवानान्कारकट्टी गाउँपालिका,5,2021205,21615
मधेश,सिरहा,भगवानपुर गाउँपालिका,1,2021301,21604
मधेश,सिरहा,भगवानपुर गाउँपालिका,2,2021302,21604
मधेश,सिरहा,भगवानपुर गाउँपालिका,3,2021303,21604
मधेश,सिरहा,भगवानपुर गाउँपालिका,4,2021304,21604
मधेश,सिरहा,भगवानपुर गाउँपालिका,5,2021305,21604
मधेश,सिरहा,नवराजपुर गाउँपालिका,1,2021401,21614
मधेश,सिरहा,नवराजपुर गाउँपालिका,2,2021402,21614
